name,city,state,phone,email,website,confidence,next_action,gap_field,gap_category,gap_index,total_gaps_for_record
Preservation Hall Jazz Band,New Orleans,LA,,,https://www.preservationhall.com,Medium,Contact Preservation Hall Foundation via preservationhall.com for booking inquiry.,fees.festival_fee,fees,2,5
Preservation Hall Jazz Band,New Orleans,LA,,,https://www.preservationhall.com,Medium,Contact Preservation Hall Foundation via preservationhall.com for booking inquiry.,booking.booking_phone,booking,3,5
Preservation Hall Jazz Band,New Orleans,LA,,,https://www.preservationhall.com,Medium,Contact Preservation Hall Foundation via preservationhall.com for booking inquiry.,booking.booking_email,booking,4,5
Preservation Hall Jazz Band,New Orleans,LA,,,https://www.preservationhall.com,Medium,Contact Preservation Hall Foundation via preservationhall.com for booking inquiry.,booking.agent_name,booking,5,5
Jimbo Mathus,,MS,,,https://www.therealjimbomathus.com,Medium,Contact via therealjimbomathus.com for booking inquiry.,fees.typical_show,fees,1,4
Jimbo Mathus,,MS,,,https://www.therealjimbomathus.com,Medium,Contact via therealjimbomathus.com for booking inquiry.,fees.festival_fee,fees,2,4
Jimbo Mathus,,MS,,,https://www.therealjimbomathus.com,Medium,Contact via therealjimbomathus.com for booking inquiry.,booking.booking_phone,booking,3,4
Jimbo Mathus,,MS,,,https://www.therealjimbomathus.com,Medium,Contact via therealjimbomathus.com for booking inquiry.,booking.booking_email,booking,4,4
Ivan Neville,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com for Ivan Neville solo or Dumpstaphunk booking.,fees.typical_show,fees,1,5
Ivan Neville,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com for Ivan Neville solo or Dumpstaphunk booking.,fees.festival_fee,fees,2,5
Ivan Neville,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com for Ivan Neville solo or Dumpstaphunk booking.,booking.booking_phone,booking,3,5
Ivan Neville,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com for Ivan Neville solo or Dumpstaphunk booking.,booking.booking_email,booking,4,5
Ivan Neville,New Orleans,LA,,,https://dumpstaphunk.com,Medium,Contact via dumpstaphunk.com for Ivan Neville solo or Dumpstaphunk booking.,booking.agent_name,booking,5,5
"Randy ""19th Street Red"" Cohen",Clarksdale,MS,,roger@cathead.biz,https://www.cathead.biz,Medium,Email Roger Stolle at roger@cathead.biz for Randy 19th Street Red Cohen booking.,fees.typical_show,fees,1,3
"Randy ""19th Street Red"" Cohen",Clarksdale,MS,,roger@cathead.biz,https://www.cathead.biz,Medium,Email Roger Stolle at roger@cathead.biz for Randy 19th Street Red Cohen booking.,fees.festival_fee,fees,2,3
"Randy ""19th Street Red"" Cohen",Clarksdale,MS,,roger@cathead.biz,https://www.cathead.biz,Medium,Email Roger Stolle at roger@cathead.biz for Randy 19th Street Red Cohen booking.,booking.booking_phone,booking,3,3
Tuba Skinny,New Orleans,LA,(763) 999-7700,john@nstarartists.com,http://tubaskinny.com,Medium,Email John Lochen at john@nstarartists.com (Northstar Artists) re: Tuba Skinny booking.,fees.typical_show,fees,1,4
Tuba Skinny,New Orleans,LA,(763) 999-7700,john@nstarartists.com,http://tubaskinny.com,Medium,Email John Lochen at john@nstarartists.com (Northstar Artists) re: Tuba Skinny booking.,fees.festival_fee,fees,2,4
Tuba Skinny,New Orleans,LA,(763) 999-7700,john@nstarartists.com,http://tubaskinny.com,Medium,Email John Lochen at john@nstarartists.com (Northstar Artists) re: Tuba Skinny booking.,booking.booking_phone,booking,3,4
Tuba Skinny,New Orleans,LA,(763) 999-7700,john@nstarartists.com,http://tubaskinny.com,Medium,Email John Lochen at john@nstarartists.com (Northstar Artists) re: Tuba Skinny booking.,work.key_recordings,work,4,4
Rob Robinson / HeavyDrunk,Natchez,MS,,,https://heavydrunk.com,High,Contact via heavydrunk.com or robrobinsonmusic.com to discuss booking and confirm whether smaller-configuration shows are available for sub-500-cap venues.,fees.typical_show,fees,1,5
Rob Robinson / HeavyDrunk,Natchez,MS,,,https://heavydrunk.com,High,Contact via heavydrunk.com or robrobinsonmusic.com to discuss booking and confirm whether smaller-configuration shows are available for sub-500-cap venues.,fees.festival_fee,fees,2,5
Rob Robinson / HeavyDrunk,Natchez,MS,,,https://heavydrunk.com,High,Contact via heavydrunk.com or robrobinsonmusic.com to discuss booking and confirm whether smaller-configuration shows are available for sub-500-cap venues.,booking.booking_phone,booking,3,5
Rob Robinson / HeavyDrunk,Natchez,MS,,,https://heavydrunk.com,High,Contact via heavydrunk.com or robrobinsonmusic.com to discuss booking and confirm whether smaller-configuration shows are available for sub-500-cap venues.,booking.booking_email,booking,4,5
Rob Robinson / HeavyDrunk,Natchez,MS,,,https://heavydrunk.com,High,Contact via heavydrunk.com or robrobinsonmusic.com to discuss booking and confirm whether smaller-configuration shows are available for sub-500-cap venues.,booking.agent_name,booking,5,5
"Sean ""Bad"" Apple",Clarksdale,MS,,,,Low,Visit or call Bad Apple Blues Club in Clarksdale directly for booking inquiry.,artist.real_name,artist,1,6
"Sean ""Bad"" Apple",Clarksdale,MS,,,,Low,Visit or call Bad Apple Blues Club in Clarksdale directly for booking inquiry.,fees.typical_show,fees,2,6
"Sean ""Bad"" Apple",Clarksdale,MS,,,,Low,Visit or call Bad Apple Blues Club in Clarksdale directly for booking inquiry.,fees.festival_fee,fees,3,6
"Sean ""Bad"" Apple",Clarksdale,MS,,,,Low,Visit or call Bad Apple Blues Club in Clarksdale directly for booking inquiry.,booking.booking_phone,booking,4,6
"Sean ""Bad"" Apple",Clarksdale,MS,,,,Low,Visit or call Bad Apple Blues Club in Clarksdale directly for booking inquiry.,booking.booking_email,booking,5,6
"Sean ""Bad"" Apple",Clarksdale,MS,,,,Low,Visit or call Bad Apple Blues Club in Clarksdale directly for booking inquiry.,work.key_recordings,work,6,6
Bill Abel,Clarksdale,MS,,,,Low,Contact Ground Zero Blues Club booking department re: Bill Abel scheduling and contact info.,fees.typical_show,fees,1,5
Bill Abel,Clarksdale,MS,,,,Low,Contact Ground Zero Blues Club booking department re: Bill Abel scheduling and contact info.,fees.festival_fee,fees,2,5
Bill Abel,Clarksdale,MS,,,,Low,Contact Ground Zero Blues Club booking department re: Bill Abel scheduling and contact info.,booking.booking_phone,booking,3,5
Bill Abel,Clarksdale,MS,,,,Low,Contact Ground Zero Blues Club booking department re: Bill Abel scheduling and contact info.,booking.booking_email,booking,4,5
Bill Abel,Clarksdale,MS,,,,Low,Contact Ground Zero Blues Club booking department re: Bill Abel scheduling and contact info.,work.key_recordings,work,5,5
Garry Burnside,Holly Springs,MS,,,,Low,Contact via King Biscuit Week organizers or Live From Clarksdale re: Garry Burnside booking.,fees.typical_show,fees,1,5
Garry Burnside,Holly Springs,MS,,,,Low,Contact via King Biscuit Week organizers or Live From Clarksdale re: Garry Burnside booking.,fees.festival_fee,fees,2,5
Garry Burnside,Holly Springs,MS,,,,Low,Contact via King Biscuit Week organizers or Live From Clarksdale re: Garry Burnside booking.,booking.booking_phone,booking,3,5
Garry Burnside,Holly Springs,MS,,,,Low,Contact via King Biscuit Week organizers or Live From Clarksdale re: Garry Burnside booking.,booking.booking_email,booking,4,5
Garry Burnside,Holly Springs,MS,,,,Low,Contact via King Biscuit Week organizers or Live From Clarksdale re: Garry Burnside booking.,work.key_recordings,work,5,5
Lightnin' Malcolm,Oxford,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Lightnin' Malcolm booking info.,artist.real_name,artist,1,6
Lightnin' Malcolm,Oxford,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Lightnin' Malcolm booking info.,fees.typical_show,fees,2,6
Lightnin' Malcolm,Oxford,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Lightnin' Malcolm booking info.,fees.festival_fee,fees,3,6
Lightnin' Malcolm,Oxford,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Lightnin' Malcolm booking info.,booking.booking_phone,booking,4,6
Lightnin' Malcolm,Oxford,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Lightnin' Malcolm booking info.,booking.booking_email,booking,5,6
Lightnin' Malcolm,Oxford,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Lightnin' Malcolm booking info.,work.key_recordings,work,6,6
Robert Kimbrough Sr.,Marshall County,MS,,,,Low,Contact Red's Lounge or Live From Clarksdale re: Robert Kimbrough Sr. booking and contact info.,fees.typical_show,fees,1,5
Robert Kimbrough Sr.,Marshall County,MS,,,,Low,Contact Red's Lounge or Live From Clarksdale re: Robert Kimbrough Sr. booking and contact info.,fees.festival_fee,fees,2,5
Robert Kimbrough Sr.,Marshall County,MS,,,,Low,Contact Red's Lounge or Live From Clarksdale re: Robert Kimbrough Sr. booking and contact info.,booking.booking_phone,booking,3,5
Robert Kimbrough Sr.,Marshall County,MS,,,,Low,Contact Red's Lounge or Live From Clarksdale re: Robert Kimbrough Sr. booking and contact info.,booking.booking_email,booking,4,5
Robert Kimbrough Sr.,Marshall County,MS,,,,Low,Contact Red's Lounge or Live From Clarksdale re: Robert Kimbrough Sr. booking and contact info.,work.key_recordings,work,5,5
Watermelon Slim,,MS,,,,Low,Contact Rob Robinson via heavydrunk.com for Watermelon Slim contact information.,artist.real_name,artist,1,6
Watermelon Slim,,MS,,,,Low,Contact Rob Robinson via heavydrunk.com for Watermelon Slim contact information.,fees.typical_show,fees,2,6
Watermelon Slim,,MS,,,,Low,Contact Rob Robinson via heavydrunk.com for Watermelon Slim contact information.,fees.festival_fee,fees,3,6
Watermelon Slim,,MS,,,,Low,Contact Rob Robinson via heavydrunk.com for Watermelon Slim contact information.,booking.booking_phone,booking,4,6
Watermelon Slim,,MS,,,,Low,Contact Rob Robinson via heavydrunk.com for Watermelon Slim contact information.,booking.booking_email,booking,5,6
Watermelon Slim,,MS,,,,Low,Contact Rob Robinson via heavydrunk.com for Watermelon Slim contact information.,work.key_recordings,work,6,6
Stud Ford,,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Stud Ford contact info.,artist.real_name,artist,1,7
Stud Ford,,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Stud Ford contact info.,origin.home_city,origin,2,7
Stud Ford,,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Stud Ford contact info.,fees.typical_show,fees,3,7
Stud Ford,,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Stud Ford contact info.,fees.festival_fee,fees,4,7
Stud Ford,,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Stud Ford contact info.,booking.booking_phone,booking,5,7
Stud Ford,,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Stud Ford contact info.,booking.booking_email,booking,6,7
Stud Ford,,MS,,,,Low,Contact King Biscuit Week / Live From Clarksdale organizers re: Stud Ford contact info.,work.key_recordings,work,7,7
Keith Johnson & Big Muddy Blues Band,,MS,,,,Low,Contact Ground Zero Blues Club or Live From Clarksdale re: Keith Johnson & Big Muddy Blues Band booking.,origin.home_city,origin,1,6
Keith Johnson & Big Muddy Blues Band,,MS,,,,Low,Contact Ground Zero Blues Club or Live From Clarksdale re: Keith Johnson & Big Muddy Blues Band booking.,fees.typical_show,fees,2,6
Keith Johnson & Big Muddy Blues Band,,MS,,,,Low,Contact Ground Zero Blues Club or Live From Clarksdale re: Keith Johnson & Big Muddy Blues Band booking.,fees.festival_fee,fees,3,6
Keith Johnson & Big Muddy Blues Band,,MS,,,,Low,Contact Ground Zero Blues Club or Live From Clarksdale re: Keith Johnson & Big Muddy Blues Band booking.,booking.booking_phone,booking,4,6
Keith Johnson & Big Muddy Blues Band,,MS,,,,Low,Contact Ground Zero Blues Club or Live From Clarksdale re: Keith Johnson & Big Muddy Blues Band booking.,booking.booking_email,booking,5,6
Keith Johnson & Big Muddy Blues Band,,MS,,,,Low,Contact Ground Zero Blues Club or Live From Clarksdale re: Keith Johnson & Big Muddy Blues Band booking.,work.key_recordings,work,6,6
Charley Patton,Dockery Farms,MS,,,https://www.dockeryfarms.org,High,"Contact Dockery Farms Foundation (dockeryfarms.org) re: licensing, programming, or historical partnership.",fees.typical_show,fees,1,3
Charley Patton,Dockery Farms,MS,,,https://www.dockeryfarms.org,High,"Contact Dockery Farms Foundation (dockeryfarms.org) re: licensing, programming, or historical partnership.",fees.festival_fee,fees,2,3
Charley Patton,Dockery Farms,MS,,,https://www.dockeryfarms.org,High,"Contact Dockery Farms Foundation (dockeryfarms.org) re: licensing, programming, or historical partnership.",booking.booking_phone,booking,3,3
Robert Johnson,Hazlehurst,MS,,,https://www.robertjohnsonbluesfoundation.org,High,Contact Robert Johnson Blues Foundation: mjohnson@robertjohnsonbluesfoundation.org or (601) 613-0805 for licensing or programming inquiries.,fees.typical_show,fees,1,3
Robert Johnson,Hazlehurst,MS,,,https://www.robertjohnsonbluesfoundation.org,High,Contact Robert Johnson Blues Foundation: mjohnson@robertjohnsonbluesfoundation.org or (601) 613-0805 for licensing or programming inquiries.,fees.festival_fee,fees,2,3
Robert Johnson,Hazlehurst,MS,,,https://www.robertjohnsonbluesfoundation.org,High,Contact Robert Johnson Blues Foundation: mjohnson@robertjohnsonbluesfoundation.org or (601) 613-0805 for licensing or programming inquiries.,booking.booking_phone,booking,3,3
Son House,Lyon,MS,,,,Medium,Contact Columbia/Legacy Records re: Son House catalog licensing.,fees.typical_show,fees,1,4
Son House,Lyon,MS,,,,Medium,Contact Columbia/Legacy Records re: Son House catalog licensing.,fees.festival_fee,fees,2,4
Son House,Lyon,MS,,,,Medium,Contact Columbia/Legacy Records re: Son House catalog licensing.,booking.booking_phone,booking,3,4
Son House,Lyon,MS,,,,Medium,Contact Columbia/Legacy Records re: Son House catalog licensing.,legacy.estate_contact,legacy,4,4
Skip James,Bentonia,MS,,,,Medium,Contact Vanguard/Concord re: Skip James catalog licensing.,fees.typical_show,fees,1,4
Skip James,Bentonia,MS,,,,Medium,Contact Vanguard/Concord re: Skip James catalog licensing.,fees.festival_fee,fees,2,4
Skip James,Bentonia,MS,,,,Medium,Contact Vanguard/Concord re: Skip James catalog licensing.,booking.booking_phone,booking,3,4
Skip James,Bentonia,MS,,,,Medium,Contact Vanguard/Concord re: Skip James catalog licensing.,legacy.estate_contact,legacy,4,4
Mississippi John Hurt,Avalon,MS,,,https://msjohnhurtfoundation.org,High,Contact Mississippi John Hurt Foundation (312-810-1954) re: programming or licensing partnerships.,fees.typical_show,fees,1,3
Mississippi John Hurt,Avalon,MS,,,https://msjohnhurtfoundation.org,High,Contact Mississippi John Hurt Foundation (312-810-1954) re: programming or licensing partnerships.,fees.festival_fee,fees,2,3
Mississippi John Hurt,Avalon,MS,,,https://msjohnhurtfoundation.org,High,Contact Mississippi John Hurt Foundation (312-810-1954) re: programming or licensing partnerships.,booking.booking_phone,booking,3,3
Willie Brown,Clarksdale,MS,,,https://www.dockeryfarms.org,Medium,Contact Dockery Farms Foundation (dockeryfarms.org) re: programming or historical context.,fees.typical_show,fees,1,4
Willie Brown,Clarksdale,MS,,,https://www.dockeryfarms.org,Medium,Contact Dockery Farms Foundation (dockeryfarms.org) re: programming or historical context.,fees.festival_fee,fees,2,4
Willie Brown,Clarksdale,MS,,,https://www.dockeryfarms.org,Medium,Contact Dockery Farms Foundation (dockeryfarms.org) re: programming or historical context.,booking.booking_phone,booking,3,4
Willie Brown,Clarksdale,MS,,,https://www.dockeryfarms.org,Medium,Contact Dockery Farms Foundation (dockeryfarms.org) re: programming or historical context.,legacy.estate_contact,legacy,4,4
Tommy Johnson,Crystal Springs,MS,,,,Medium,"Contact MS Blues Trail (msbluestrail.org) or Crystal Springs, MS community re: Tommy Johnson heritage programming.",fees.typical_show,fees,1,4
Tommy Johnson,Crystal Springs,MS,,,,Medium,"Contact MS Blues Trail (msbluestrail.org) or Crystal Springs, MS community re: Tommy Johnson heritage programming.",fees.festival_fee,fees,2,4
Tommy Johnson,Crystal Springs,MS,,,,Medium,"Contact MS Blues Trail (msbluestrail.org) or Crystal Springs, MS community re: Tommy Johnson heritage programming.",booking.booking_phone,booking,3,4
Tommy Johnson,Crystal Springs,MS,,,,Medium,"Contact MS Blues Trail (msbluestrail.org) or Crystal Springs, MS community re: Tommy Johnson heritage programming.",legacy.estate_contact,legacy,4,4
Bukka White,Houston,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) re: Bukka White heritage programming in Aberdeen MS.,fees.typical_show,fees,1,4
Bukka White,Houston,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) re: Bukka White heritage programming in Aberdeen MS.,fees.festival_fee,fees,2,4
Bukka White,Houston,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) re: Bukka White heritage programming in Aberdeen MS.,booking.booking_phone,booking,3,4
Bukka White,Houston,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) re: Bukka White heritage programming in Aberdeen MS.,legacy.estate_contact,legacy,4,4
Bo Carter,Bolton,MS,,,,Medium,Contact Mississippi Encyclopedia (mississippiencyclopedia.org) or Document Records re: Bo Carter heritage research.,fees.typical_show,fees,1,4
Bo Carter,Bolton,MS,,,,Medium,Contact Mississippi Encyclopedia (mississippiencyclopedia.org) or Document Records re: Bo Carter heritage research.,fees.festival_fee,fees,2,4
Bo Carter,Bolton,MS,,,,Medium,Contact Mississippi Encyclopedia (mississippiencyclopedia.org) or Document Records re: Bo Carter heritage research.,booking.booking_phone,booking,3,4
Bo Carter,Bolton,MS,,,,Medium,Contact Mississippi Encyclopedia (mississippiencyclopedia.org) or Document Records re: Bo Carter heritage research.,legacy.estate_contact,legacy,4,4
Memphis Minnie,Walls,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) or Blues Foundation (blues.org) re: Memphis Minnie heritage programming.,fees.typical_show,fees,1,4
Memphis Minnie,Walls,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) or Blues Foundation (blues.org) re: Memphis Minnie heritage programming.,fees.festival_fee,fees,2,4
Memphis Minnie,Walls,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) or Blues Foundation (blues.org) re: Memphis Minnie heritage programming.,booking.booking_phone,booking,3,4
Memphis Minnie,Walls,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) or Blues Foundation (blues.org) re: Memphis Minnie heritage programming.,legacy.estate_contact,legacy,4,4
Big Bill Broonzy,Scott,MS,,,,Medium,Contact Blues Foundation (blues.org) re: Big Bill Broonzy heritage programming.,fees.typical_show,fees,1,4
Big Bill Broonzy,Scott,MS,,,,Medium,Contact Blues Foundation (blues.org) re: Big Bill Broonzy heritage programming.,fees.festival_fee,fees,2,4
Big Bill Broonzy,Scott,MS,,,,Medium,Contact Blues Foundation (blues.org) re: Big Bill Broonzy heritage programming.,booking.booking_phone,booking,3,4
Big Bill Broonzy,Scott,MS,,,,Medium,Contact Blues Foundation (blues.org) re: Big Bill Broonzy heritage programming.,legacy.estate_contact,legacy,4,4
Blind Lemon Jefferson,Wortham,TX,,,,Medium,Contact Blues Foundation (blues.org) re: Blind Lemon Jefferson heritage programming.,fees.typical_show,fees,1,4
Blind Lemon Jefferson,Wortham,TX,,,,Medium,Contact Blues Foundation (blues.org) re: Blind Lemon Jefferson heritage programming.,fees.festival_fee,fees,2,4
Blind Lemon Jefferson,Wortham,TX,,,,Medium,Contact Blues Foundation (blues.org) re: Blind Lemon Jefferson heritage programming.,booking.booking_phone,booking,3,4
Blind Lemon Jefferson,Wortham,TX,,,,Medium,Contact Blues Foundation (blues.org) re: Blind Lemon Jefferson heritage programming.,legacy.estate_contact,legacy,4,4
Lead Belly,Mooringsport,LA,,,https://leadbelly.org,High,Contact Lead Belly Foundation (leadbelly.org) re: heritage programming.,fees.typical_show,fees,1,3
Lead Belly,Mooringsport,LA,,,https://leadbelly.org,High,Contact Lead Belly Foundation (leadbelly.org) re: heritage programming.,fees.festival_fee,fees,2,3
Lead Belly,Mooringsport,LA,,,https://leadbelly.org,High,Contact Lead Belly Foundation (leadbelly.org) re: heritage programming.,booking.booking_phone,booking,3,3
Furry Lewis,Memphis,TN,,,,Medium,Contact Memphis Music Hall of Fame (memphismusichalloffame.com) re: Furry Lewis heritage programming.,fees.typical_show,fees,1,4
Furry Lewis,Memphis,TN,,,,Medium,Contact Memphis Music Hall of Fame (memphismusichalloffame.com) re: Furry Lewis heritage programming.,fees.festival_fee,fees,2,4
Furry Lewis,Memphis,TN,,,,Medium,Contact Memphis Music Hall of Fame (memphismusichalloffame.com) re: Furry Lewis heritage programming.,booking.booking_phone,booking,3,4
Furry Lewis,Memphis,TN,,,,Medium,Contact Memphis Music Hall of Fame (memphismusichalloffame.com) re: Furry Lewis heritage programming.,legacy.estate_contact,legacy,4,4
Sleepy John Estes,Brownsville,TN,,,,Medium,Contact Tennessee Encyclopedia or Delmark Records re: Sleepy John Estes heritage programming.,fees.typical_show,fees,1,4
Sleepy John Estes,Brownsville,TN,,,,Medium,Contact Tennessee Encyclopedia or Delmark Records re: Sleepy John Estes heritage programming.,fees.festival_fee,fees,2,4
Sleepy John Estes,Brownsville,TN,,,,Medium,Contact Tennessee Encyclopedia or Delmark Records re: Sleepy John Estes heritage programming.,booking.booking_phone,booking,3,4
Sleepy John Estes,Brownsville,TN,,,,Medium,Contact Tennessee Encyclopedia or Delmark Records re: Sleepy John Estes heritage programming.,legacy.estate_contact,legacy,4,4
Mississippi Fred McDowell,Como,MS,,,,High,Contact Mt. Zion Memorial Fund (mtzionmemorialfund.com) re: heritage programming.,fees.typical_show,fees,1,3
Mississippi Fred McDowell,Como,MS,,,,High,Contact Mt. Zion Memorial Fund (mtzionmemorialfund.com) re: heritage programming.,fees.festival_fee,fees,2,3
Mississippi Fred McDowell,Como,MS,,,,High,Contact Mt. Zion Memorial Fund (mtzionmemorialfund.com) re: heritage programming.,booking.booking_phone,booking,3,3
Muddy Waters,Rolling Fork,MS,,,https://muddywatersfoundation.com,High,Contact Muddy Waters Foundation (muddywatersfoundation.com) re: heritage programming or licensing.,fees.typical_show,fees,1,3
Muddy Waters,Rolling Fork,MS,,,https://muddywatersfoundation.com,High,Contact Muddy Waters Foundation (muddywatersfoundation.com) re: heritage programming or licensing.,fees.festival_fee,fees,2,3
Muddy Waters,Rolling Fork,MS,,,https://muddywatersfoundation.com,High,Contact Muddy Waters Foundation (muddywatersfoundation.com) re: heritage programming or licensing.,booking.booking_phone,booking,3,3
Howlin' Wolf,West Point,MS,,bettye@howlinwolfestate.com,https://howlinwolfestate.com,High,Contact Howlin' Wolf Estate: bettye@howlinwolfestate.com re: licensing or programming.,fees.typical_show,fees,1,3
Howlin' Wolf,West Point,MS,,bettye@howlinwolfestate.com,https://howlinwolfestate.com,High,Contact Howlin' Wolf Estate: bettye@howlinwolfestate.com re: licensing or programming.,fees.festival_fee,fees,2,3
Howlin' Wolf,West Point,MS,,bettye@howlinwolfestate.com,https://howlinwolfestate.com,High,Contact Howlin' Wolf Estate: bettye@howlinwolfestate.com re: licensing or programming.,booking.booking_phone,booking,3,3
B.B. King,Itta Bena,MS,662-887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,High,Contact B.B. King Museum (info@bbkingmuseum.org / 662-887-9539) re: Club Ebony programming or heritage partnerships.,fees.typical_show,fees,1,2
B.B. King,Itta Bena,MS,662-887-9539,info@bbkingmuseum.org,https://bbkingmuseum.org,High,Contact B.B. King Museum (info@bbkingmuseum.org / 662-887-9539) re: Club Ebony programming or heritage partnerships.,fees.festival_fee,fees,2,2
Albert King,Indianola,MS,,,https://www.staxmuseum.com,Medium,Contact Stax Museum (staxmuseum.com) re: Albert King heritage programming.,fees.typical_show,fees,1,4
Albert King,Indianola,MS,,,https://www.staxmuseum.com,Medium,Contact Stax Museum (staxmuseum.com) re: Albert King heritage programming.,fees.festival_fee,fees,2,4
Albert King,Indianola,MS,,,https://www.staxmuseum.com,Medium,Contact Stax Museum (staxmuseum.com) re: Albert King heritage programming.,booking.booking_phone,booking,3,4
Albert King,Indianola,MS,,,https://www.staxmuseum.com,Medium,Contact Stax Museum (staxmuseum.com) re: Albert King heritage programming.,legacy.estate_contact,legacy,4,4
Little Milton,Greenville,MS,,,,Medium,Contact Stax Museum (staxmuseum.com) re: Little Milton heritage programming.,fees.typical_show,fees,1,4
Little Milton,Greenville,MS,,,,Medium,Contact Stax Museum (staxmuseum.com) re: Little Milton heritage programming.,fees.festival_fee,fees,2,4
Little Milton,Greenville,MS,,,,Medium,Contact Stax Museum (staxmuseum.com) re: Little Milton heritage programming.,booking.booking_phone,booking,3,4
Little Milton,Greenville,MS,,,,Medium,Contact Stax Museum (staxmuseum.com) re: Little Milton heritage programming.,legacy.estate_contact,legacy,4,4
John Lee Hooker,Clarksdale,MS,,,https://www.johnleehooker.com,High,Contact John Lee Hooker Estate through johnleehooker.com re: licensing or programming.,fees.typical_show,fees,1,4
John Lee Hooker,Clarksdale,MS,,,https://www.johnleehooker.com,High,Contact John Lee Hooker Estate through johnleehooker.com re: licensing or programming.,fees.festival_fee,fees,2,4
John Lee Hooker,Clarksdale,MS,,,https://www.johnleehooker.com,High,Contact John Lee Hooker Estate through johnleehooker.com re: licensing or programming.,booking.booking_phone,booking,3,4
John Lee Hooker,Clarksdale,MS,,,https://www.johnleehooker.com,High,Contact John Lee Hooker Estate through johnleehooker.com re: licensing or programming.,booking.booking_email,booking,4,4
Junior Parker,Bobo,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) re: Junior Parker marker and heritage context.,fees.typical_show,fees,1,4
Junior Parker,Bobo,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) re: Junior Parker marker and heritage context.,fees.festival_fee,fees,2,4
Junior Parker,Bobo,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) re: Junior Parker marker and heritage context.,booking.booking_phone,booking,3,4
Junior Parker,Bobo,MS,,,,Medium,Contact MS Blues Trail (msbluestrail.org) re: Junior Parker marker and heritage context.,legacy.estate_contact,legacy,4,4
Elmore James,Richland,MS,,,,Medium,Contact Rock and Roll Hall of Fame (rockhall.com) re: Elmore James heritage programming.,fees.typical_show,fees,1,4
Elmore James,Richland,MS,,,,Medium,Contact Rock and Roll Hall of Fame (rockhall.com) re: Elmore James heritage programming.,fees.festival_fee,fees,2,4
Elmore James,Richland,MS,,,,Medium,Contact Rock and Roll Hall of Fame (rockhall.com) re: Elmore James heritage programming.,booking.booking_phone,booking,3,4
Elmore James,Richland,MS,,,,Medium,Contact Rock and Roll Hall of Fame (rockhall.com) re: Elmore James heritage programming.,legacy.estate_contact,legacy,4,4
Sonny Boy Williamson II,Glendora,MS,,,,High,Contact King Biscuit Blues Festival (kingbiscuitfestival.com) re: heritage programming and Sonny Boy Williamson II legacy.,fees.typical_show,fees,1,3
Sonny Boy Williamson II,Glendora,MS,,,,High,Contact King Biscuit Blues Festival (kingbiscuitfestival.com) re: heritage programming and Sonny Boy Williamson II legacy.,fees.festival_fee,fees,2,3
Sonny Boy Williamson II,Glendora,MS,,,,High,Contact King Biscuit Blues Festival (kingbiscuitfestival.com) re: heritage programming and Sonny Boy Williamson II legacy.,booking.booking_phone,booking,3,3
Jimmy Reed,Dunleith,MS,,,,Medium,Contact Fantasy/Concord Music re: Jimmy Reed catalog licensing.,fees.typical_show,fees,1,4
Jimmy Reed,Dunleith,MS,,,,Medium,Contact Fantasy/Concord Music re: Jimmy Reed catalog licensing.,fees.festival_fee,fees,2,4
Jimmy Reed,Dunleith,MS,,,,Medium,Contact Fantasy/Concord Music re: Jimmy Reed catalog licensing.,booking.booking_phone,booking,3,4
Jimmy Reed,Dunleith,MS,,,,Medium,Contact Fantasy/Concord Music re: Jimmy Reed catalog licensing.,legacy.estate_contact,legacy,4,4
